id,product_id,date,quantity_sold,revenue
1915,bv2,2025-10-21,6,1494.0
1916,bv3,2025-10-21,5,995.0
1917,bv4,2025-10-21,5,1745.0
1918,s1,2025-10-21,4,1596.0
1919,s2,2025-10-21,7,1743.0
1920,s3,2025-10-21,6,594.0
1921,s4,2025-10-21,4,1196.0
1922,s5,2025-10-21,7,1393.0
1923,f1,2025-10-22,6,1494.0
1924,f2,2025-10-22,6,294.0
1925,f3,2025-10-22,4,596.0
1926,f4,2025-10-22,7,1393.0
1927,f5,2025-10-22,7,693.0
1928,f6,2025-10-22,6,1074.0
1929,v1,2025-10-22,9,801.0
1930,v2,2025-10-22,6,294.0
1931,v3,2025-10-22,6,474.0
1932,v4,2025-10-22,8,312.0
1933,v5,2025-10-22,4,596.0
1934,v6,2025-10-22,6,174.0
1935,d1,2025-10-22,10,690.0
1936,d2,2025-10-22,8,1992.0
1937,d3,2025-10-22,7,1253.0
1938,d4,2025-10-22,11,1089.0
1939,d5,2025-10-22,7,1743.0
1940,b1,2025-10-22,9,1791.0
1941,b2,2025-10-22,6,1494.0
1942,b3,2025-10-22,6,1194.0
1943,b4,2025-10-22,5,2995.0
1944,b5,2025-10-22,6,1794.0
1945,bv1,2025-10-22,7,1043.0
1946,bv2,2025-10-22,7,1743.0
1947,bv3,2025-10-22,3,597.0
1948,bv4,2025-10-22,5,1745.0
1949,s1,2025-10-22,5,1995.0
1950,s2,2025-10-22,7,1743.0
1951,s3,2025-10-22,8,792.0
1952,s4,2025-10-22,6,1794.0
1953,s5,2025-10-22,7,1393.0
1954,f1,2025-10-23,5,1245.0
1955,f2,2025-10-23,8,392.0
1956,f3,2025-10-23,7,1043.0
1957,f4,2025-10-23,8,1592.0
1958,f5,2025-10-23,8,792.0
1959,f6,2025-10-23,4,716.0
1960,v1,2025-10-23,7,623.0
1961,v2,2025-10-23,10,490.0
1962,v3,2025-10-23,7,553.0
1963,v4,2025-10-23,11,429.0
1964,v5,2025-10-23,7,1043.0
1965,v6,2025-10-23,8,232.0
1966,d1,2025-10-23,11,759.0
1967,d2,2025-10-23,9,2241.0
1968,d3,2025-10-23,6,1074.0
1969,d4,2025-10-23,12,1188.0
1970,d5,2025-10-23,8,1992.0
1971,b1,2025-10-23,10,1990.0
1972,b2,2025-10-23,8,1992.0
1973,b3,2025-10-23,7,1393.0
1974,b4,2025-10-23,5,2995.0
1975,b5,2025-10-23,5,1495.0
1976,bv1,2025-10-23,7,1043.0
1977,bv2,2025-10-23,8,1992.0
1978,bv3,2025-10-23,4,796.0
1979,bv4,2025-10-23,5,1745.0
1980,s1,2025-10-23,5,1995.0
1981,s2,2025-10-23,8,1992.0
1982,s3,2025-10-23,8,792.0
1983,s4,2025-10-23,7,2093.0
1984,s5,2025-10-23,10,1990.0
1985,f1,2025-10-24,8,1992.0
1986,f2,2025-10-24,8,392.0
1987,f3,2025-10-24,6,894.0
1988,f4,2025-10-24,7,1393.0
1989,f5,2025-10-24,6,594.0
1990,f6,2025-10-24,6,1074.0
1991,v1,2025-10-24,10,890.0
1992,v2,2025-10-24,9,441.0
1993,v3,2025-10-24,7,553.0
1994,v4,2025-10-24,13,507.0
1995,v5,2025-10-24,6,894.0
1996,v6,2025-10-24,8,232.0
1997,d1,2025-10-24,9,621.0
1998,d2,2025-10-24,9,2241.0
1999,d3,2025-10-24,6,1074.0
2000,d4,2025-10-24,10,990.0
2001,d5,2025-10-24,5,1245.0
2002,b1,2025-10-24,8,1592.0
2003,b2,2025-10-24,9,2241.0
2004,b3,2025-10-24,9,1791.0
2005,b4,2025-10-24,4,2396.0
2006,b5,2025-10-24,7,2093.0
2007,bv1,2025-10-24,6,894.0
2008,bv2,2025-10-24,9,2241.0
2009,bv3,2025-10-24,6,1194.0
2010,bv4,2025-10-24,4,1396.0
2011,s1,2025-10-24,7,2793.0
2012,s2,2025-10-24,9,2241.0
2013,s3,2025-10-24,7,693.0
2014,s4,2025-10-24,6,1794.0
2015,s5,2025-10-24,7,1393.0
2016,f1,2025-10-25,6,1494.0
2017,f2,2025-10-25,11,539.0
2018,f3,2025-10-25,10,1490.0
2019,f4,2025-10-25,12,2388.0
2020,f5,2025-10-25,13,1287.0
2021,f6,2025-10-25,7,1253.0
2022,v1,2025-10-25,11,979.0
2023,v2,2025-10-25,10,490.0
2024,v3,2025-10-25,8,632.0
2025,v4,2025-10-25,14,546.0
2026,v5,2025-10-25,7,1043.0
2027,v6,2025-10-25,11,319.0
2028,d1,2025-10-25,14,966.0
2029,d2,2025-10-25,12,2988.0
2030,d3,2025-10-25,11,1969.0
2031,d4,2025-10-25,14,1386.0
2032,d5,2025-10-25,7,1743.0
2033,b1,2025-10-25,12,2388.0
2034,b2,2025-10-25,13,3237.0
2035,b3,2025-10-25,9,1791.0
2036,b4,2025-10-25,5,2995.0
2037,b5,2025-10-25,12,3588.0
2038,bv1,2025-10-25,10,1490.0
2039,bv2,2025-10-25,10,2490.0
2040,bv3,2025-10-25,5,995.0
2041,bv4,2025-10-25,7,2443.0
2042,s1,2025-10-25,8,3192.0
2043,s2,2025-10-25,11,2739.0
2044,s3,2025-10-25,13,1287.0
2045,s4,2025-10-25,10,2990.0
2046,s5,2025-10-25,10,1990.0
2047,f1,2025-10-26,8,1992.0
2048,f2,2025-10-26,9,441.0
2049,f3,2025-10-26,9,1341.0
2050,f4,2025-10-26,9,1791.0
2051,f5,2025-10-26,12,1188.0
2052,f6,2025-10-26,8,1432.0
2053,v1,2025-10-26,13,1157.0
2054,v2,2025-10-26,10,490.0
2055,v3,2025-10-26,10,790.0
2056,v4,2025-10-26,11,429.0
2057,v5,2025-10-26,7,1043.0
2058,v6,2025-10-26,11,319.0
2059,d1,2025-10-26,14,966.0
2060,d2,2025-10-26,7,1743.0
2061,d3,2025-10-26,6,1074.0
2062,d4,2025-10-26,13,1287.0
2063,d5,2025-10-26,10,2490.0
2064,b1,2025-10-26,9,1791.0
2065,b2,2025-10-26,11,2739.0
2066,b3,2025-10-26,10,1990.0
2067,b4,2025-10-26,6,3594.0
2068,b5,2025-10-26,11,3289.0
2069,bv1,2025-10-26,8,1192.0
2070,bv2,2025-10-26,10,2490.0
2071,bv3,2025-10-26,8,1592.0
2072,bv4,2025-10-26,7,2443.0
2073,s1,2025-10-26,8,3192.0
2074,s2,2025-10-26,8,1992.0
2075,s3,2025-10-26,12,1188.0
2076,s4,2025-10-26,9,2691.0
2077,s5,2025-10-26,10,1990.0
2078,f1,2025-10-27,4,996.0
2079,f2,2025-10-27,4,196.0
2080,f3,2025-10-27,5,745.0
2081,f4,2025-10-27,6,1194.0
2082,f5,2025-10-27,5,495.0
2083,f6,2025-10-27,3,537.0
2084,v1,2025-10-27,4,356.0
2085,v2,2025-10-27,5,245.0
2086,v3,2025-10-27,5,395.0
2087,v4,2025-10-27,7,273.0
2088,v5,2025-10-27,3,447.0
2089,v6,2025-10-27,8,232.0
2090,d1,2025-10-27,8,552.0
2091,d2,2025-10-27,6,1494.0
2092,d3,2025-10-27,5,895.0
2093,d4,2025-10-27,8,792.0
2094,d5,2025-10-27,4,996.0
2095,b1,2025-10-27,5,995.0
2096,b2,2025-10-27,5,1245.0
2097,b3,2025-10-27,6,1194.0
2098,b4,2025-10-27,2,1198.0
2099,b5,2025-10-27,6,1794.0
2100,bv1,2025-10-27,6,894.0
2101,bv2,2025-10-27,3,747.0
2102,bv3,2025-10-27,4,796.0
2103,bv4,2025-10-27,4,1396.0
2104,s1,2025-10-27,4,1596.0
2105,s2,2025-10-27,7,1743.0
2106,s3,2025-10-27,6,594.0
2107,s4,2025-10-27,4,1196.0
2108,s5,2025-10-27,5,995.0
2109,f1,2025-10-28,5,1245.0
2110,f2,2025-10-28,6,294.0
2111,f3,2025-10-28,4,596.0
2112,f4,2025-10-28,6,1194.0
2113,f5,2025-10-28,5,495.0
2114,f6,2025-10-28,5,895.0
2115,v1,2025-10-28,6,534.0
2116,v2,2025-10-28,8,392.0
2117,v3,2025-10-28,7,553.0
2118,v4,2025-10-28,9,351.0
2119,v5,2025-10-28,5,745.0
2120,v6,2025-10-28,5,145.0
2121,d1,2025-10-28,8,552.0
2122,d2,2025-10-28,4,996.0
2123,d3,2025-10-28,4,716.0
2124,d4,2025-10-28,9,891.0
2125,d5,2025-10-28,6,1494.0
2126,b1,2025-10-28,9,1791.0
2127,b2,2025-10-28,7,1743.0
2128,b3,2025-10-28,4,796.0
2129,b4,2025-10-28,3,1797.0
2130,b5,2025-10-28,5,1495.0
2131,bv1,2025-10-28,5,745.0
2132,bv2,2025-10-28,4,996.0
2133,bv3,2025-10-28,5,995.0
2134,bv4,2025-10-28,3,1047.0
2135,s1,2025-10-28,4,1596.0
2136,s2,2025-10-28,7,1743.0
2137,s3,2025-10-28,6,594.0
2138,s4,2025-10-28,3,897.0
2139,s5,2025-10-28,7,1393.0
2140,f1,2025-10-29,4,996.0
2141,f2,2025-10-29,5,245.0
2142,f3,2025-10-29,5,745.0
2143,f4,2025-10-29,5,995.0
2144,f5,2025-10-29,7,693.0
2145,f6,2025-10-29,3,537.0
2146,v1,2025-10-29,9,801.0
2147,v2,2025-10-29,8,392.0
2148,v3,2025-10-29,5,395.0
2149,v4,2025-10-29,11,429.0
2150,v5,2025-10-29,5,745.0
2151,v6,2025-10-29,7,203.0
2152,d1,2025-10-29,9,621.0
2153,d2,2025-10-29,7,1743.0
2154,d3,2025-10-29,5,895.0
2155,d4,2025-10-29,9,891.0
2156,d5,2025-10-29,6,1494.0
2157,b1,2025-10-29,7,1393.0
2158,b2,2025-10-29,5,1245.0
2159,b3,2025-10-29,5,995.0
2160,b4,2025-10-29,4,2396.0
2161,b5,2025-10-29,6,1794.0
2162,bv1,2025-10-29,5,745.0
2163,bv2,2025-10-29,5,1245.0
2164,bv3,2025-10-29,5,995.0
2165,bv4,2025-10-29,4,1396.0
2166,s1,2025-10-29,5,1995.0
2167,s2,2025-10-29,5,1245.0
2168,s3,2025-10-29,7,693.0
2169,s4,2025-10-29,6,1794.0
2170,s5,2025-10-29,8,1592.0
2171,f1,2025-10-30,7,1743.0
2172,f2,2025-10-30,8,392.0
2173,f3,2025-10-30,7,1043.0
2174,f4,2025-10-30,5,995.0
2175,f5,2025-10-30,7,693.0
2176,f6,2025-10-30,6,1074.0
2177,v1,2025-10-30,6,534.0
2178,v2,2025-10-30,8,392.0
2179,v3,2025-10-30,7,553.0
2180,v4,2025-10-30,13,507.0
2181,v5,2025-10-30,5,745.0
2182,v6,2025-10-30,11,319.0
2183,d1,2025-10-30,8,552.0
2184,d2,2025-10-30,6,1494.0
2185,d3,2025-10-30,7,1253.0
2186,d4,2025-10-30,10,990.0
2187,d5,2025-10-30,6,1494.0
2188,b1,2025-10-30,10,1990.0
2189,b2,2025-10-30,7,1743.0
2190,b3,2025-10-30,6,1194.0
2191,b4,2025-10-30,5,2995.0
2192,b5,2025-10-30,6,1794.0
2193,bv1,2025-10-30,8,1192.0
2194,bv2,2025-10-30,8,1992.0
2195,bv3,2025-10-30,4,796.0
2196,bv4,2025-10-30,6,2094.0
2197,s1,2025-10-30,4,1596.0
2198,s2,2025-10-30,8,1992.0
2199,s3,2025-10-30,10,990.0
2200,s4,2025-10-30,5,1495.0
2201,s5,2025-10-30,6,1194.0
2202,f1,2025-10-31,7,1743.0
2203,f2,2025-10-31,8,392.0
2204,f3,2025-10-31,8,1192.0
2205,f4,2025-10-31,7,1393.0
2206,f5,2025-10-31,9,891.0
2207,f6,2025-10-31,5,895.0
2208,v1,2025-10-31,7,623.0
2209,v2,2025-10-31,8,392.0
2210,v3,2025-10-31,6,474.0
2211,v4,2025-10-31,10,390.0
2212,v5,2025-10-31,5,745.0
2213,v6,2025-10-31,13,377.0
2214,d1,2025-10-31,8,552.0
2215,d2,2025-10-31,8,1992.0
2216,d3,2025-10-31,5,895.0
2217,d4,2025-10-31,8,792.0
2218,d5,2025-10-31,8,1992.0
2219,b1,2025-10-31,10,1990.0
2220,b2,2025-10-31,8,1992.0
2221,b3,2025-10-31,8,1592.0
2222,b4,2025-10-31,5,2995.0
2223,b5,2025-10-31,7,2093.0
2224,bv1,2025-10-31,8,1192.0
2225,bv2,2025-10-31,8,1992.0
2226,bv3,2025-10-31,7,1393.0
2227,bv4,2025-10-31,5,1745.0
2228,s1,2025-10-31,6,2394.0
2229,s2,2025-10-31,10,2490.0
2230,s3,2025-10-31,9,891.0
2231,s4,2025-10-31,7,2093.0
2232,s5,2025-10-31,7,1393.0
2233,f1,2025-11-01,7,1743.0
2234,f2,2025-11-01,9,441.0
2235,f3,2025-11-01,6,894.0
2236,f4,2025-11-01,7,1393.0
2237,f5,2025-11-01,10,990.0
2238,f6,2025-11-01,6,1074.0
2239,v1,2025-11-01,9,801.0
2240,v2,2025-11-01,12,588.0
2241,v3,2025-11-01,9,711.0
2242,v4,2025-11-01,12,468.0
2243,v5,2025-11-01,7,1043.0
2244,v6,2025-11-01,13,377.0
2245,d1,2025-11-01,12,828.0
2246,d2,2025-11-01,10,2490.0
2247,d3,2025-11-01,12,2148.0
2248,d4,2025-11-01,17,1683.0
2249,d5,2025-11-01,7,1743.0
2250,b1,2025-11-01,10,1990.0
2251,b2,2025-11-01,15,3735.0
2252,b3,2025-11-01,8,1592.0
2253,b4,2025-11-01,5,2995.0
2254,b5,2025-11-01,10,2990.0
2255,bv1,2025-11-01,10,1490.0
2256,bv2,2025-11-01,8,1992.0
2257,bv3,2025-11-01,7,1393.0
2258,bv4,2025-11-01,5,1745.0
2259,s1,2025-11-01,8,3192.0
2260,s2,2025-11-01,11,2739.0
2261,s3,2025-11-01,16,1584.0
2262,s4,2025-11-01,8,2392.0
2263,s5,2025-11-01,14,2786.0
2264,f1,2025-11-02,8,1992.0
2265,f2,2025-11-02,9,441.0
2266,f3,2025-11-02,9,1341.0
2267,f4,2025-11-02,6,1194.0
2268,f5,2025-11-02,6,594.0
2269,f6,2025-11-02,4,716.0
2270,v1,2025-11-02,8,712.0
2271,v2,2025-11-02,14,686.0
2272,v3,2025-11-02,13,1027.0
2273,v4,2025-11-02,16,624.0
2274,v5,2025-11-02,8,1192.0
2275,v6,2025-11-02,10,290.0
2276,d1,2025-11-02,14,966.0
2277,d2,2025-11-02,12,2988.0
2278,d3,2025-11-02,12,2148.0
2279,d4,2025-11-02,12,1188.0
2280,d5,2025-11-02,11,2739.0
2281,b1,2025-11-02,12,2388.0
2282,b2,2025-11-02,14,3486.0
2283,b3,2025-11-02,11,2189.0
2284,b4,2025-11-02,4,2396.0
2285,b5,2025-11-02,7,2093.0
2286,bv1,2025-11-02,7,1043.0
2287,bv2,2025-11-02,7,1743.0
2288,bv3,2025-11-02,6,1194.0
2289,bv4,2025-11-02,8,2792.0
2290,s1,2025-11-02,9,3591.0
2291,s2,2025-11-02,10,2490.0
2292,s3,2025-11-02,11,1089.0
2293,s4,2025-11-02,8,2392.0
2294,s5,2025-11-02,13,2587.0
2295,f1,2025-11-03,4,996.0
2296,f2,2025-11-03,5,245.0
2297,f3,2025-11-03,3,447.0
2298,f4,2025-11-03,3,597.0
2299,f5,2025-11-03,5,495.0
2300,f6,2025-11-03,3,537.0
2301,v1,2025-11-03,5,445.0
2302,v2,2025-11-03,5,245.0
2303,v3,2025-11-03,4,316.0
2304,v4,2025-11-03,6,234.0
2305,v5,2025-11-03,4,596.0
2306,v6,2025-11-03,5,145.0
2307,d1,2025-11-03,7,483.0
2308,d2,2025-11-03,6,1494.0
2309,d3,2025-11-03,6,1074.0
2310,d4,2025-11-03,8,792.0
2311,d5,2025-11-03,4,996.0
2312,b1,2025-11-03,8,1592.0
2313,b2,2025-11-03,8,1992.0
2314,b3,2025-11-03,6,1194.0
2315,b4,2025-11-03,4,2396.0
2316,b5,2025-11-03,6,1794.0
2317,bv1,2025-11-03,5,745.0
2318,bv2,2025-11-03,4,996.0
2319,bv3,2025-11-03,3,597.0
2320,bv4,2025-11-03,3,1047.0
2321,s1,2025-11-03,4,1596.0
2322,s2,2025-11-03,4,996.0
2323,s3,2025-11-03,5,495.0
2324,s4,2025-11-03,4,1196.0
2325,s5,2025-11-03,8,1592.0
2326,f1,2025-11-04,4,996.0
2327,f2,2025-11-04,4,196.0
2328,f3,2025-11-04,3,447.0
2329,f4,2025-11-04,4,796.0
2330,f5,2025-11-04,5,495.0
2331,f6,2025-11-04,3,537.0
2332,v1,2025-11-04,7,623.0
2333,v2,2025-11-04,10,490.0
2334,v3,2025-11-04,7,553.0
2335,v4,2025-11-04,11,429.0
2336,v5,2025-11-04,4,596.0
2337,v6,2025-11-04,9,261.0
2338,d1,2025-11-04,9,621.0
2339,d2,2025-11-04,6,1494.0
2340,d3,2025-11-04,7,1253.0
2341,d4,2025-11-04,7,693.0
2342,d5,2025-11-04,4,996.0
2343,b1,2025-11-04,8,1592.0
2344,b2,2025-11-04,6,1494.0
2345,b3,2025-11-04,5,995.0
2346,b4,2025-11-04,4,2396.0
2347,b5,2025-11-04,4,1196.0
2348,bv1,2025-11-04,5,745.0
2349,bv2,2025-11-04,5,1245.0
2350,bv3,2025-11-04,3,597.0
2351,bv4,2025-11-04,3,1047.0
2352,s1,2025-11-04,6,2394.0
2353,s2,2025-11-04,5,1245.0
2354,s3,2025-11-04,5,495.0
2355,s4,2025-11-04,4,1196.0
2356,s5,2025-11-04,9,1791.0
2357,f1,2025-11-05,6,1494.0
2358,f2,2025-11-05,5,245.0
2359,f3,2025-11-05,5,745.0
2360,f4,2025-11-05,6,1194.0
2361,f5,2025-11-05,5,495.0
2362,f6,2025-11-05,4,716.0
2363,v1,2025-11-05,8,712.0
2364,v2,2025-11-05,8,392.0
2365,v3,2025-11-05,5,395.0
2366,v4,2025-11-05,10,390.0
2367,v5,2025-11-05,7,1043.0
2368,v6,2025-11-05,10,290.0
2369,d1,2025-11-05,8,552.0
2370,d2,2025-11-05,6,1494.0
2371,d3,2025-11-05,5,895.0
2372,d4,2025-11-05,10,990.0
2373,d5,2025-11-05,5,1245.0
2374,b1,2025-11-05,10,1990.0
2375,b2,2025-11-05,10,2490.0
2376,b3,2025-11-05,7,1393.0
2377,b4,2025-11-05,5,2995.0
2378,b5,2025-11-05,8,2392.0
2379,bv1,2025-11-05,5,745.0
2380,bv2,2025-11-05,5,1245.0
2381,bv3,2025-11-05,4,796.0
2382,bv4,2025-11-05,4,1396.0
2383,s1,2025-11-05,5,1995.0
2384,s2,2025-11-05,7,1743.0
2385,s3,2025-11-05,9,891.0
2386,s4,2025-11-05,7,2093.0
2387,s5,2025-11-05,8,1592.0
2388,f1,2025-11-06,4,996.0
2389,f2,2025-11-06,5,245.0
2390,f3,2025-11-06,5,745.0
2391,f4,2025-11-06,4,796.0
2392,f5,2025-11-06,6,594.0
2393,f6,2025-11-06,6,1074.0
2394,v1,2025-11-06,11,979.0
2395,v2,2025-11-06,12,588.0
2396,v3,2025-11-06,6,474.0
2397,v4,2025-11-06,12,468.0
2398,v5,2025-11-06,7,1043.0
2399,v6,2025-11-06,8,232.0
2400,d1,2025-11-06,12,828.0
2401,d2,2025-11-06,5,1245.0
2402,d3,2025-11-06,9,1611.0
2403,d4,2025-11-06,12,1188.0
2404,d5,2025-11-06,9,2241.0
2405,b1,2025-11-06,11,2189.0
2406,b2,2025-11-06,8,1992.0
2407,b3,2025-11-06,9,1791.0
2408,b4,2025-11-06,4,2396.0
2409,b5,2025-11-06,6,1794.0
2410,bv1,2025-11-06,5,745.0
2411,bv2,2025-11-06,4,996.0
2412,bv3,2025-11-06,4,796.0
2413,bv4,2025-11-06,5,1745.0
2414,s1,2025-11-06,5,1995.0
2415,s2,2025-11-06,9,2241.0
2416,s3,2025-11-06,10,990.0
2417,s4,2025-11-06,5,1495.0
2418,s5,2025-11-06,8,1592.0
2419,f1,2025-11-07,6,1494.0
2420,f2,2025-11-07,5,245.0
2421,f3,2025-11-07,7,1043.0
2422,f4,2025-11-07,6,1194.0
2423,f5,2025-11-07,5,495.0
2424,f6,2025-11-07,5,895.0
2425,v1,2025-11-07,7,623.0
2426,v2,2025-11-07,12,588.0
2427,v3,2025-11-07,11,869.0
2428,v4,2025-11-07,12,468.0
2429,v5,2025-11-07,9,1341.0
2430,v6,2025-11-07,10,290.0
2431,d1,2025-11-07,8,552.0
2432,d2,2025-11-07,8,1992.0
2433,d3,2025-11-07,8,1432.0
2434,d4,2025-11-07,12,1188.0
2435,d5,2025-11-07,7,1743.0
2436,b1,2025-11-07,10,1990.0
2437,b2,2025-11-07,7,1743.0
2438,b3,2025-11-07,7,1393.0
2439,b4,2025-11-07,4,2396.0
2440,b5,2025-11-07,8,2392.0
2441,bv1,2025-11-07,6,894.0
2442,bv2,2025-11-07,6,1494.0
2443,bv3,2025-11-07,5,995.0
2444,bv4,2025-11-07,4,1396.0
2445,s1,2025-11-07,8,3192.0
2446,s2,2025-11-07,11,2739.0
2447,s3,2025-11-07,9,891.0
2448,s4,2025-11-07,6,1794.0
2449,s5,2025-11-07,8,1592.0
2450,f1,2025-11-08,5,1245.0
2451,f2,2025-11-08,9,441.0
2452,f3,2025-11-08,9,1341.0
2453,f4,2025-11-08,10,1990.0
2454,f5,2025-11-08,10,990.0
2455,f6,2025-11-08,5,895.0
2456,v1,2025-11-08,14,1246.0
2457,v2,2025-11-08,14,686.0
2458,v3,2025-11-08,14,1106.0
2459,v4,2025-11-08,19,741.0
2460,v5,2025-11-08,8,1192.0
2461,v6,2025-11-08,14,406.0
2462,d1,2025-11-08,14,966.0
2463,d2,2025-11-08,9,2241.0
2464,d3,2025-11-08,12,2148.0
2465,d4,2025-11-08,17,1683.0
2466,d5,2025-11-08,7,1743.0
2467,b1,2025-11-08,15,2985.0
2468,b2,2025-11-08,15,3735.0
2469,b3,2025-11-08,9,1791.0
2470,b4,2025-11-08,6,3594.0
2471,b5,2025-11-08,10,2990.0
2472,bv1,2025-11-08,6,894.0
2473,bv2,2025-11-08,10,2490.0
2474,bv3,2025-11-08,6,1194.0
2475,bv4,2025-11-08,6,2094.0
2476,s1,2025-11-08,7,2793.0
2477,s2,2025-11-08,12,2988.0
2478,s3,2025-11-08,15,1485.0
2479,s4,2025-11-08,9,2691.0
2480,s5,2025-11-08,9,1791.0
2481,f1,2025-11-09,8,1992.0
2482,f2,2025-11-09,9,441.0
2483,f3,2025-11-09,6,894.0
2484,f4,2025-11-09,7,1393.0
2485,f5,2025-11-09,7,693.0
2486,f6,2025-11-09,6,1074.0
2487,v1,2025-11-09,11,979.0
2488,v2,2025-11-09,14,686.0
2489,v3,2025-11-09,9,711.0
2490,v4,2025-11-09,16,624.0
2491,v5,2025-11-09,8,1192.0
2492,v6,2025-11-09,12,348.0
2493,d1,2025-11-09,14,966.0
2494,d2,2025-11-09,10,2490.0
2495,d3,2025-11-09,12,2148.0
2496,d4,2025-11-09,13,1287.0
2497,d5,2025-11-09,9,2241.0
2498,b1,2025-11-09,13,2587.0
2499,b2,2025-11-09,11,2739.0
2500,b3,2025-11-09,7,1393.0
2501,b4,2025-11-09,7,4193.0
2502,b5,2025-11-09,10,2990.0
2503,bv1,2025-11-09,6,894.0
2504,bv2,2025-11-09,8,1992.0
2505,bv3,2025-11-09,7,1393.0
2506,bv4,2025-11-09,8,2792.0
2507,s1,2025-11-09,5,1995.0
2508,s2,2025-11-09,14,3486.0
2509,s3,2025-11-09,11,1089.0
2510,s4,2025-11-09,10,2990.0
2511,s5,2025-11-09,11,2189.0
2512,f1,2025-11-10,3,747.0
2513,f2,2025-11-10,4,196.0
2514,f3,2025-11-10,5,745.0
2515,f4,2025-11-10,3,597.0
2516,f5,2025-11-10,4,396.0
2517,f6,2025-11-10,4,716.0
2518,v1,2025-11-10,6,534.0
2519,v2,2025-11-10,8,392.0
2520,v3,2025-11-10,6,474.0
2521,v4,2025-11-10,9,351.0
2522,v5,2025-11-10,5,745.0
2523,v6,2025-11-10,9,261.0
2524,d1,2025-11-10,8,552.0
2525,d2,2025-11-10,4,996.0
2526,d3,2025-11-10,6,1074.0
2527,d4,2025-11-10,9,891.0
2528,d5,2025-11-10,5,1245.0
2529,b1,2025-11-10,7,1393.0
2530,b2,2025-11-10,8,1992.0
2531,b3,2025-11-10,6,1194.0
2532,b4,2025-11-10,3,1797.0
2533,b5,2025-11-10,4,1196.0
2534,bv1,2025-11-10,4,596.0
2535,bv2,2025-11-10,5,1245.0
2536,bv3,2025-11-10,4,796.0
2537,bv4,2025-11-10,4,1396.0
2538,s1,2025-11-10,3,1197.0
2539,s2,2025-11-10,6,1494.0
2540,s3,2025-11-10,7,693.0
2541,s4,2025-11-10,6,1794.0
2542,s5,2025-11-10,4,796.0
2543,f1,2025-11-11,4,996.0
2544,f2,2025-11-11,4,196.0
2545,f3,2025-11-11,4,596.0
2546,f4,2025-11-11,4,796.0
2547,f5,2025-11-11,6,594.0
2548,f6,2025-11-11,3,537.0
2549,v1,2025-11-11,6,534.0
2550,v2,2025-11-11,6,294.0
2551,v3,2025-11-11,8,632.0
2552,v4,2025-11-11,9,351.0
2553,v5,2025-11-11,5,745.0
2554,v6,2025-11-11,7,203.0
2555,d1,2025-11-11,9,621.0
2556,d2,2025-11-11,6,1494.0
2557,d3,2025-11-11,5,895.0
2558,d4,2025-11-11,7,693.0
2559,d5,2025-11-11,7,1743.0
2560,b1,2025-11-11,8,1592.0
2561,b2,2025-11-11,5,1245.0
2562,b3,2025-11-11,5,995.0
2563,b4,2025-11-11,4,2396.0
2564,b5,2025-11-11,5,1495.0
2565,bv1,2025-11-11,6,894.0
2566,bv2,2025-11-11,4,996.0
2567,bv3,2025-11-11,4,796.0
2568,bv4,2025-11-11,3,1047.0
2569,s1,2025-11-11,4,1596.0
2570,s2,2025-11-11,9,2241.0
2571,s3,2025-11-11,7,693.0
2572,s4,2025-11-11,4,1196.0
2573,s5,2025-11-11,7,1393.0
2574,f1,2025-11-12,5,1245.0
2575,f2,2025-11-12,6,294.0
2576,f3,2025-11-12,4,596.0
2577,f4,2025-11-12,5,995.0
2578,f5,2025-11-12,5,495.0
2579,f6,2025-11-12,4,716.0
2580,v1,2025-11-12,9,801.0
2581,v2,2025-11-12,10,490.0
2582,v3,2025-11-12,8,632.0
2583,v4,2025-11-12,13,507.0
2584,v5,2025-11-12,5,745.0
2585,v6,2025-11-12,11,319.0
2586,d1,2025-11-12,9,621.0
2587,d2,2025-11-12,9,2241.0
2588,d3,2025-11-12,5,895.0
2589,d4,2025-11-12,9,891.0
2590,d5,2025-11-12,7,1743.0
2591,b1,2025-11-12,6,1194.0
2592,b2,2025-11-12,6,1494.0
2593,b3,2025-11-12,5,995.0
2594,b4,2025-11-12,5,2995.0
2595,b5,2025-11-12,6,1794.0
2596,bv1,2025-11-12,4,596.0
2597,bv2,2025-11-12,6,1494.0
2598,bv3,2025-11-12,5,995.0
2599,bv4,2025-11-12,3,1047.0
2600,s1,2025-11-12,5,1995.0
2601,s2,2025-11-12,9,2241.0
2602,s3,2025-11-12,7,693.0
2603,s4,2025-11-12,6,1794.0
2604,s5,2025-11-12,9,1791.0
2605,f1,2025-11-13,6,1494.0
2606,f2,2025-11-13,6,294.0
2607,f3,2025-11-13,4,596.0
2608,f4,2025-11-13,5,995.0
2609,f5,2025-11-13,8,792.0
2610,f6,2025-11-13,5,895.0
2611,v1,2025-11-13,10,890.0
2612,v2,2025-11-13,12,588.0
2613,v3,2025-11-13,8,632.0
2614,v4,2025-11-13,9,351.0
2615,v5,2025-11-13,8,1192.0
2616,v6,2025-11-13,11,319.0
2617,d1,2025-11-13,7,483.0
2618,d2,2025-11-13,8,1992.0
2619,d3,2025-11-13,8,1432.0
2620,d4,2025-11-13,8,792.0
2621,d5,2025-11-13,8,1992.0
2622,b1,2025-11-13,11,2189.0
2623,b2,2025-11-13,7,1743.0
2624,b3,2025-11-13,5,995.0
